DESCRIPTION,Month,ENCOUNTERCLASS,DISPENSES,TOTALCOST,RandomState,CityLookup,Year
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, November 1, 2021",urgentcare,1,0.92,Ohio,,2021
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, November 1, 1967",wellness,1,0.92,Florida,,1967
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, November 1, 1969",wellness,1,0.92,Florida,,1969
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, November 1, 1970",wellness,1,0.92,Florida,,1970
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, December 1, 1972",wellness,1,0.92,Florida,,1972
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 1974",emergency,1,0.92,Texas,,1974
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 1974",wellness,1,0.92,Florida,,1974
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 1975",emergency,1,0.92,Texas,,1975
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, January 1, 1977",wellness,1,0.92,Florida,,1977
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 1985",wellness,1,0.92,Florida,,1985
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, January 1, 1986",wellness,1,0.92,Florida,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 1986",emergency,1,0.92,Texas,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 1986",wellness,1,0.92,Florida,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, November 1, 1986",ambulatory,1,0.92,Illinois,,1986
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, September 1, 1989",wellness,1,0.92,Florida,,1989
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, August 1, 1990",emergency,1,0.92,Texas,,1990
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, February 1, 1991",wellness,1,0.92,Florida,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 1991",emergency,1,0.92,Texas,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, July 1, 1991",wellness,1,0.92,Florida,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, August 1, 1991",emergency,1,0.92,Texas,,1991
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, February 1, 1992",wellness,1,0.92,Florida,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, July 1, 1992",emergency,1,0.92,Texas,,1992
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, February 1, 1993",wellness,1,0.92,Florida,,1993
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, June 1, 1994",emergency,1,0.92,Texas,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, July 1, 1994",emergency,1,0.92,Texas,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, July 1, 1994",wellness,1,0.92,Florida,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, November 1, 1994",emergency,1,0.92,Texas,,1994
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, February 1, 1995",wellness,1,0.92,Florida,,1995
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, March 1, 1996",emergency,1,0.92,Texas,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, March 1, 1996",wellness,1,0.92,Florida,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, August 1, 1996",wellness,1,0.92,Florida,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, December 1, 1996",wellness,1,0.92,Florida,,1996
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, March 1, 1997",wellness,1,0.92,Florida,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 1997",wellness,1,0.92,Florida,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, August 1, 1997",wellness,1,0.92,Florida,,1997
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, March 1, 1998",wellness,1,0.92,Florida,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, April 1, 1998",wellness,1,0.92,Florida,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, September 1, 1998",wellness,1,0.92,Florida,,1998
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, March 1, 1999",emergency,1,0.92,Texas,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, April 1, 1999",wellness,1,0.92,Florida,,1999
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, September 1, 2000",wellness,1,0.92,Florida,,2000
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, September 1, 2001",wellness,1,0.92,Florida,,2001
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, February 1, 2002",wellness,1,0.92,Florida,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, September 1, 2002",wellness,1,0.92,Florida,,2002
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, September 1, 2003",wellness,1,0.92,Florida,,2003
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, May 1, 2004",emergency,1,0.92,Texas,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, December 1, 2004",wellness,1,0.92,Florida,,2004
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, February 1, 2005",wellness,1,0.92,Florida,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, April 1, 2005",emergency,1,0.92,Texas,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, May 1, 2005",emergency,1,0.92,Texas,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, June 1, 2005",wellness,1,0.92,Florida,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, August 1, 2005",emergency,1,0.92,Texas,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, October 1, 2005",wellness,1,0.92,Florida,,2005
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, March 1, 2006",wellness,1,0.92,Florida,,2006
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, May 1, 2006",emergency,1,0.92,Texas,,2006
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, June 1, 2006",emergency,1,0.92,Texas,,2006
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, October 1, 2006",wellness,1,0.92,Florida,,2006
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, January 1, 2007",emergency,1,0.92,Texas,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, October 1, 2007",wellness,1,0.92,Florida,,2007
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, January 1, 2009",emergency,1,0.92,Texas,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, February 1, 2009",ambulatory,1,0.92,Illinois,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, May 1, 2009",emergency,1,0.92,Texas,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, October 1, 2009",wellness,1,0.92,Florida,,2009
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, January 1, 2012",wellness,1,0.92,Florida,,2012
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, January 1, 2014",wellness,1,0.92,Florida,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 2014",emergency,1,0.92,Texas,,2014
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, October 1, 2015",emergency,1,0.92,Texas,,2015
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, March 1, 2016",emergency,1,0.92,Texas,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, June 1, 2016",emergency,1,0.92,Texas,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Monday, August 1, 2016",emergency,1,0.92,Texas,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, December 1, 2016",emergency,1,0.92,Texas,,2016
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, August 1, 2017",ambulatory,1,0.92,Illinois,,2017
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, September 1, 2018",ambulatory,1,0.92,Illinois,,2018
Hydrochlorothiazide 25 MG Oral Tablet,"Thursday, November 1, 2018",emergency,1,0.92,Texas,,2018
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, November 1, 2019",emergency,1,0.92,Texas,,2019
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, November 1, 2020",ambulatory,1,0.92,Illinois,,2020
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, January 1, 2022",emergency,1,0.92,Texas,,2022
Hydrochlorothiazide 25 MG Oral Tablet,"Friday, July 1, 2022",emergency,1,0.92,Texas,,2022
Hydrochlorothiazide 25 MG Oral Tablet,"Saturday, October 1, 2022",emergency,1,0.92,Texas,,2022
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, November 1, 2022",emergency,1,0.92,Texas,,2022
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, February 1, 2023",emergency,1,0.92,Texas,,2023
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, November 1, 2023",ambulatory,1,0.92,Illinois,,2023
Hydrochlorothiazide 25 MG Oral Tablet,"Tuesday, October 1, 2024",emergency,1,0.92,Texas,,2024
Hydrochlorothiazide 25 MG Oral Tablet,"Wednesday, January 1, 2025",emergency,1,0.92,Texas,,2025
Hydrochlorothiazide 25 MG Oral Tablet,"Sunday, June 1, 2025",ambulatory,1,0.92,Illinois,,2025
Alendronic acid 10 MG Oral Tablet,"Monday, August 1, 2016",wellness,1,0.92,Florida,,2016
Alendronic acid 10 MG Oral Tablet,"Saturday, July 1, 2017",outpatient,1,0.92,California,,2017
Alendronic acid 10 MG Oral Tablet,"Monday, October 1, 2018",urgentcare,1,0.92,Ohio,,2018
Alendronic acid 10 MG Oral Tablet,"Thursday, November 1, 2018",emergency,1,0.92,Texas,,2018
Alendronic acid 10 MG Oral Tablet,"Thursday, August 1, 2019",outpatient,1,0.92,California,,2019
Alendronic acid 10 MG Oral Tablet,"Wednesday, September 1, 2021",wellness,1,0.92,Florida,,2021
Alendronic acid 10 MG Oral Tablet,"Tuesday, March 1, 2022",urgentcare,1,0.92,Ohio,,2022
Alendronic acid 10 MG Oral Tablet,"Monday, May 1, 2023",urgentcare,1,0.92,Ohio,,2023
Alendronic acid 10 MG Oral Tablet,"Tuesday, October 1, 2024",urgentcare,1,0.92,Ohio,,2024
Rocuronium bromide 10 MG/ML Injectable Solution,"Thursday, February 1, 2024",ambulatory,1,0.92,Illinois,,2024
losartan potassium 25 MG Oral Tablet,"Monday, March 1, 2004",inpatient,1,0.92,New York,,2004
losartan potassium 25 MG Oral Tablet,"Sunday, July 1, 2012",inpatient,1,0.92,New York,,2012
losartan potassium 25 MG Oral Tablet,"Sunday, February 1, 2015",inpatient,1,0.92,New York,,2015
Hydrocortisone 10 MG/ML Topical Cream,"Thursday, July 1, 2021",virtual,1,222.96,Washington,,2021
Hydrocortisone 10 MG/ML Topical Cream,"Sunday, June 1, 2025",virtual,1,92.04,Washington,,2025
0.4 ML Enoxaparin sodium 100 MG/ML Prefilled Syringe,"Friday, May 1, 2020",inpatient,1,9.3,New York,,2020
1 ML denosumab 60 MG/ML Prefilled Syringe,"Sunday, October 1, 1961",inpatient,1,834.64,New York,,1961
1 ML denosumab 60 MG/ML Prefilled Syringe,"Sunday, April 1, 1962",inpatient,1,1265.77,New York,,1962
1 ML denosumab 60 MG/ML Prefilled Syringe,"Monday, October 1, 1962",inpatient,1,834.64,New York,,1962
1 ML denosumab 60 MG/ML Prefilled Syringe,"Wednesday, May 1, 1963",inpatient,1,834.64,New York,,1963
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Sunday, January 1, 1984",inpatient,1,1.04,New York,,1984
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Thursday, September 1, 2011",inpatient,1,1.04,New York,,2011
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Friday, December 1, 2017",inpatient,1,1.04,New York,,2017
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Thursday, November 1, 2018",inpatient,1,1.04,New York,,2018
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Wednesday, January 1, 2020",inpatient,1,2.81,New York,,2020
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Thursday, October 1, 2020",inpatient,1,1.85,New York,,2020
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Sunday, August 1, 2021",inpatient,1,2.81,New York,,2021
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Monday, August 1, 2022",inpatient,1,2.81,New York,,2022
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Wednesday, February 1, 2023",inpatient,1,1.04,New York,,2023
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Saturday, July 1, 2023",inpatient,1,1.04,New York,,2023
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Friday, November 1, 2024",inpatient,1,2.81,New York,,2024
1 ML heparin sodium  porcine 5000 UNT/ML Injection,"Wednesday, January 1, 2025",inpatient,1,1.98,New York,,2025
10 ML Alfentanil 0.5 MG/ML Injection,"Sunday, May 1, 2005",inpatient,1,4.25,New York,,2005
10 ML Alfentanil 0.5 MG/ML Injection,"Thursday, September 1, 2011",inpatient,1,2.04,New York,,2011
10 ML Fentanyl 0.05 MG/ML Injection,"Thursday, December 1, 2016",inpatient,1,0.62,New York,,2016
10 ML Fentanyl 0.05 MG/ML Injection,"Saturday, July 1, 2023",inpatient,1,0.62,New York,,2023
10 ML Fentanyl 0.05 MG/ML Injection,"Friday, November 1, 2024",inpatient,1,0.53,New York,,2024
100 ML Propofol 10 MG/ML Injection,"Sunday, January 1, 1984",inpatient,1,0.27,New York,,1984
100 ML Propofol 10 MG/ML Injection,"Sunday, May 1, 2005",inpatient,1,0.27,New York,,2005
100 ML Propofol 10 MG/ML Injection,"Thursday, September 1, 2011",inpatient,1,0.27,New York,,2011
100 ML Propofol 10 MG/ML Injection,"Friday, December 1, 2017",inpatient,1,0.27,New York,,2017
100 ML Propofol 10 MG/ML Injection,"Thursday, November 1, 2018",inpatient,1,0.27,New York,,2018
100 ML Propofol 10 MG/ML Injection,"Wednesday, January 1, 2020",inpatient,1,0.27,New York,,2020
100 ML Propofol 10 MG/ML Injection,"Thursday, October 1, 2020",inpatient,1,0.27,New York,,2020
100 ML Propofol 10 MG/ML Injection,"Sunday, August 1, 2021",inpatient,1,0.27,New York,,2021
100 ML Propofol 10 MG/ML Injection,"Monday, August 1, 2022",inpatient,1,0.27,New York,,2022
100 ML Propofol 10 MG/ML Injection,"Wednesday, February 1, 2023",inpatient,1,0.27,New York,,2023
100 ML Propofol 10 MG/ML Injection,"Monday, May 1, 2023",inpatient,1,0.27,New York,,2023
100 ML Propofol 10 MG/ML Injection,"Saturday, July 1, 2023",inpatient,1,0.27,New York,,2023
100 ML Propofol 10 MG/ML Injection,"Friday, November 1, 2024",inpatient,1,0.27,New York,,2024
100 ML Propofol 10 MG/ML Injection,"Wednesday, January 1, 2025",inpatient,1,0.27,New York,,2025
2 ML Ondansetron 2 MG/ML Injection,"Sunday, January 1, 1984",inpatient,1,0.19,New York,,1984
2 ML Ondansetron 2 MG/ML Injection,"Sunday, May 1, 2005",inpatient,1,0.43,New York,,2005
2 ML Ondansetron 2 MG/ML Injection,"Thursday, September 1, 2011",inpatient,1,0.28,New York,,2011
2 ML Ondansetron 2 MG/ML Injection,"Friday, December 1, 2017",inpatient,1,0.18,New York,,2017
2 ML Ondansetron 2 MG/ML Injection,"Thursday, November 1, 2018",inpatient,1,0.26,New York,,2018
2 ML Ondansetron 2 MG/ML Injection,"Wednesday, January 1, 2020",inpatient,1,0.18,New York,,2020
2 ML Ondansetron 2 MG/ML Injection,"Thursday, October 1, 2020",inpatient,1,0.43,New York,,2020
2 ML Ondansetron 2 MG/ML Injection,"Sunday, August 1, 2021",inpatient,1,0.21,New York,,2021
2 ML Ondansetron 2 MG/ML Injection,"Monday, August 1, 2022",inpatient,1,0.18,New York,,2022
2 ML Ondansetron 2 MG/ML Injection,"Wednesday, February 1, 2023",inpatient,1,0.36,New York,,2023
2 ML Ondansetron 2 MG/ML Injection,"Monday, May 1, 2023",inpatient,1,0.18,New York,,2023
2 ML Ondansetron 2 MG/ML Injection,"Saturday, July 1, 2023",inpatient,1,0.18,New York,,2023
2 ML Ondansetron 2 MG/ML Injection,"Friday, November 1, 2024",inpatient,1,0.18,New York,,2024
2 ML Ondansetron 2 MG/ML Injection,"Wednesday, January 1, 2025",inpatient,1,0.26,New York,,2025
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, March 1, 1997",inpatient,1,2.12,New York,,1997
5 ML SUFentanil 0.05 MG/ML Injection,"Sunday, January 1, 1984",inpatient,1,4.82,New York,,1984
5 ML SUFentanil 0.05 MG/ML Injection,"Thursday, December 1, 2016",inpatient,1,5.97,New York,,2016
5 ML SUFentanil 0.05 MG/ML Injection,"Monday, May 1, 2023",inpatient,1,5.97,New York,,2023
Acetaminophen 325 MG / HYDROcodone Bitartrate 7.5 MG Oral Tablet,"Monday, February 1, 2021",inpatient,1,18.14,New York,,2021
Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet,"Sunday, May 1, 2022",inpatient,1,14.89,New York,,2022
Acetaminophen 500 MG Oral Tablet,"Friday, May 1, 2020",inpatient,1,0.02,New York,,2020
Cisplatin 50 MG Injection,"Saturday, March 1, 1997",inpatient,1,409.08,New York,,1997
Cisplatin 50 MG Injection,"Friday, May 1, 2009",inpatient,1,511.34,New York,,2009
Cisplatin 50 MG Injection,"Saturday, May 1, 2021",inpatient,1,511.34,New York,,2021
Cisplatin 50 MG Injection,"Sunday, January 1, 2023",inpatient,1,409.08,New York,,2023
Diazepam 5 MG/ML Injectable Solution,"Friday, November 1, 2024",inpatient,1,0.09,New York,,2024
Meperidine Hydrochloride 50 MG Oral Tablet,"Tuesday, October 1, 2024",inpatient,1,34.36,New York,,2024
Midazolam 1 MG/ML Injectable Solution,"Sunday, January 1, 1984",inpatient,1,0.22,New York,,1984
Midazolam 1 MG/ML Injectable Solution,"Sunday, May 1, 2005",inpatient,1,0.22,New York,,2005
Midazolam 1 MG/ML Injectable Solution,"Thursday, September 1, 2011",inpatient,1,0.22,New York,,2011
Midazolam 1 MG/ML Injectable Solution,"Friday, December 1, 2017",inpatient,1,0.22,New York,,2017
Midazolam 1 MG/ML Injectable Solution,"Thursday, November 1, 2018",inpatient,1,0.22,New York,,2018
Midazolam 1 MG/ML Injectable Solution,"Wednesday, January 1, 2020",inpatient,1,0.22,New York,,2020
Midazolam 1 MG/ML Injectable Solution,"Thursday, October 1, 2020",inpatient,1,0.22,New York,,2020
Midazolam 1 MG/ML Injectable Solution,"Sunday, August 1, 2021",inpatient,1,0.22,New York,,2021
Midazolam 1 MG/ML Injectable Solution,"Monday, August 1, 2022",inpatient,1,0.22,New York,,2022
Midazolam 1 MG/ML Injectable Solution,"Wednesday, February 1, 2023",inpatient,1,0.22,New York,,2023
Midazolam 1 MG/ML Injectable Solution,"Monday, May 1, 2023",inpatient,1,0.22,New York,,2023
Midazolam 1 MG/ML Injectable Solution,"Saturday, July 1, 2023",inpatient,1,0.22,New York,,2023
Midazolam 1 MG/ML Injectable Solution,"Wednesday, January 1, 2025",inpatient,1,0.22,New York,,2025
PACLitaxel 100 MG Injection,"Saturday, March 1, 1997",inpatient,1,1.83,New York,,1997
PACLitaxel 100 MG Injection,"Friday, May 1, 2009",inpatient,1,4.44,New York,,2009
PACLitaxel 100 MG Injection,"Saturday, May 1, 2021",inpatient,1,3.5,New York,,2021
PACLitaxel 100 MG Injection,"Sunday, January 1, 2023",inpatient,1,6.59,New York,,2023
Rocuronium bromide 10 MG/ML Injectable Solution,"Sunday, January 1, 1984",inpatient,1,2.55,New York,,1984
Rocuronium bromide 10 MG/ML Injectable Solution,"Sunday, May 1, 2005",inpatient,1,0.86,New York,,2005
Rocuronium bromide 10 MG/ML Injectable Solution,"Thursday, September 1, 2011",inpatient,1,2.11,New York,,2011
Rocuronium bromide 10 MG/ML Injectable Solution,"Friday, December 1, 2017",inpatient,1,3,New York,,2017
Rocuronium bromide 10 MG/ML Injectable Solution,"Thursday, November 1, 2018",inpatient,1,0.83,New York,,2018
Rocuronium bromide 10 MG/ML Injectable Solution,"Wednesday, January 1, 2020",inpatient,1,0.79,New York,,2020
Rocuronium bromide 10 MG/ML Injectable Solution,"Thursday, October 1, 2020",inpatient,1,2.06,New York,,2020
Rocuronium bromide 10 MG/ML Injectable Solution,"Sunday, August 1, 2021",inpatient,1,0.79,New York,,2021
Rocuronium bromide 10 MG/ML Injectable Solution,"Monday, August 1, 2022",inpatient,1,3,New York,,2022
Rocuronium bromide 10 MG/ML Injectable Solution,"Wednesday, February 1, 2023",inpatient,1,0.79,New York,,2023
Rocuronium bromide 10 MG/ML Injectable Solution,"Monday, May 1, 2023",inpatient,1,2.25,New York,,2023
Rocuronium bromide 10 MG/ML Injectable Solution,"Saturday, July 1, 2023",inpatient,1,0.79,New York,,2023
Rocuronium bromide 10 MG/ML Injectable Solution,"Friday, November 1, 2024",inpatient,1,0.79,New York,,2024
Rocuronium bromide 10 MG/ML Injectable Solution,"Wednesday, January 1, 2025",inpatient,1,0.79,New York,,2025
Aspirin 81 MG Oral Tablet,"Tuesday, August 1, 1989",inpatient,1,122.72,New York,,1989
Aspirin 81 MG Oral Tablet,"Thursday, April 1, 2004",inpatient,1,122.72,New York,,2004
Aspirin 81 MG Oral Tablet,"Monday, September 1, 2014",inpatient,1,156.58,New York,,2014
Aspirin 81 MG Oral Tablet,"Sunday, February 1, 2015",inpatient,1,122.72,New York,,2015
atorvastatin 80 MG Oral Tablet,"Thursday, June 1, 1989",inpatient,1,8.03,New York,,1989
atorvastatin 80 MG Oral Tablet,"Sunday, February 1, 2015",inpatient,1,18.58,New York,,2015
atorvastatin 80 MG Oral Tablet,"Friday, April 1, 2022",inpatient,1,49.1,New York,,2022
desflurane 1000 MG/ML Inhalation Solution,"Wednesday, February 1, 2023",inpatient,1,0.38,New York,,2023
isoflurane 99.9 % Inhalation Solution,"Sunday, January 1, 1984",inpatient,1,0.23,New York,,1984
isoflurane 99.9 % Inhalation Solution,"Sunday, May 1, 2005",inpatient,1,0.14,New York,,2005
isoflurane 99.9 % Inhalation Solution,"Thursday, September 1, 2011",inpatient,1,0.14,New York,,2011
isoflurane 99.9 % Inhalation Solution,"Friday, December 1, 2017",inpatient,1,0.23,New York,,2017
isoflurane 99.9 % Inhalation Solution,"Thursday, November 1, 2018",inpatient,1,0.14,New York,,2018
isoflurane 99.9 % Inhalation Solution,"Thursday, October 1, 2020",inpatient,1,0.23,New York,,2020
isoflurane 99.9 % Inhalation Solution,"Monday, August 1, 2022",inpatient,1,0.18,New York,,2022
isoflurane 99.9 % Inhalation Solution,"Monday, May 1, 2023",inpatient,1,0.23,New York,,2023
isoflurane 99.9 % Inhalation Solution,"Saturday, July 1, 2023",inpatient,1,0.23,New York,,2023
lisinopril 10 MG Oral Tablet,"Saturday, August 1, 1987",inpatient,1,0.61,New York,,1987
